name,label1,label2,Postnum,Integral,Essence,Votenum,active,totaltimes,date1,date2
351459312,unknown,medical student,145,3,0,305,381,50,2017-03-26,2019-02-28
工资太低不开心,nero,practicing doctor,131,2,0,163,587,45,2016-03-09,2019-03-15
chx_0926,unknown,unknown,10,1,0,0,1,1,2006-05-09,2006-05-09
470806329z,others,practicing doctor,27,0,0,18,1,11,2016-09-05,2016-10-20
龙蛋2003,unknown,unknown,137,36,0,9,1,24,2004-02-16,2004-04-23
kanzan,nero,practicing doctor,373,61,0,353,248,204,2014-02-10,2017-09-06
mahong,unknown,unknown,77,1,0,4,1,14,2004-07-26,2004-07-29
九月麻雀飞,unknown,unknown,13,3,0,0,1,10,2004-08-12,2004-09-14
风起的时候,unknown,unknown,0,0,0,0,3937,1123,2003-01-04,2018-07-22
vipjdh630102,unknown,unknown,0,0,0,0,1,2,2016-10-21,2016-10-21
drlyh,unknown,unknown,7,0,0,0,5,4,2005-08-02,2005-08-06
wangxd12664,unknown,unknown,120,14,0,7,658,27,2004-02-25,2005-12-18
wajjys,others,practicing doctor,43,0,0,4,1,1,2014-07-10,2014-07-10
wangbaoai,unknown,unknown,40,12,0,0,283,18,2005-03-28,2006-01-09
jying,unknown,unknown,204,17,1,2,11,57,2003-06-21,2004-05-24
pearlyang,unknown,unknown,4771,313,8,59,1,2,2004-09-26,2004-10-26
wqz28,others,practicing doctor,56,2,0,7,409,10,2003-07-19,2004-09-02
tynix,unknown,unknown,181,0,0,39,1,2,2005-10-25,2005-10-25
wen-827,unknown,medical student,2,0,0,3,1,1,2019-02-26,2019-02-26
kajima521,unknown,unknown,23,0,0,3,1,1,2017-02-03,2017-02-03
angelinaw,nero,specialist,38,25,0,1,1,19,2003-07-27,2003-12-29
xdf820728,nero,practicing doctor,644,8,0,166,1383,144,2013-05-28,2017-03-26
ie,unknown,unknown,623,133,4,57,14,50,2003-04-05,2006-01-10
桅,unknown,unknown,18,2,0,0,214,4,2006-08-10,2007-03-11
1951724,nero,practicing doctor,39,0,0,0,1,1,2014-03-25,2014-03-25
florst,nero,practicing doctor,202,40,0,80,5272,36,2004-06-24,2018-12-11
liqj,nero,specialist,379,52,0,29,917,75,2003-06-21,2017-03-25
高0段,unknown,unknown,391,76,0,27,588,154,2005-05-26,2007-01-03
city4078,nero,specialist,787,64,0,143,4500,138,2006-10-21,2019-02-14
chordoma,unknown,unknown,12,3,0,0,64,10,2003-11-06,2004-01-15
wzy96,others,practicing doctor,461,17,0,18,1,24,2004-04-25,2006-10-15
liyulei123,unknown,unknown,0,0,0,4,1,1,2018-09-24,2018-09-24
gaopengr,others,practicing doctor,24,3,0,2,1,1,2005-06-11,2005-06-11
lttbb,unknown,unknown,47,0,0,5,1,1,2008-12-17,2008-12-17
hzbf1126,others,practicing doctor,51,3,0,0,1,16,2004-05-11,2009-07-11
will88108,unknown,practicing doctor,271,10,0,14,1,7,2006-06-21,2016-08-18
leitao112233,unknown,unknown,403,153,0,8,154,206,2005-11-01,2006-07-31
cinderella1998,others,practicing doctor,318,5,0,736,1,21,2016-12-26,2017-07-07
appletre,unknown,unknown,0,0,0,0,288,62,2004-04-27,2006-07-01
Hjyhj350,nero,practicing doctor,77,11,0,1016,136,65,2017-09-30,2018-06-07
dxy_snei5f34,unknown,unknown,1,0,0,8,1,1,2019-01-19,2019-01-19
Q,nero,practicing doctor,15,3,0,1,1,4,2004-12-07,2017-04-18
gauss1976,unknown,medical student,420,179,1,18,1825,195,2004-05-10,2009-10-21
haojun19820722,nero,practicing doctor,77,8,0,25,1004,16,2011-05-25,2018-12-13
黑面侠医,nero,identified doctor,537,53,1,722,2067,167,2013-05-07,2019-04-02
jiaoyaya,unknown,unknown,98,32,0,1,720,49,2003-12-15,2005-12-04
nancy6295397,nero,practicing doctor,14,0,0,4,1,2,2017-12-20,2018-02-22
35609229,unknown,unknown,35,0,0,1,1,1,2007-07-22,2007-07-22
wdstu2008,nero,practicing doctor,1878,110,1,983,1274,58,2013-06-02,2018-12-28
tlf_mayuan,nero,practicing doctor,6,0,0,0,108,6,2017-05-24,2018-06-24
小妞小12,nero,practicing doctor,23,0,0,10,920,26,2016-08-05,2019-02-10
加不热的汤,nero,practicing doctor,14,0,0,2,1,1,2015-11-12,2015-11-12
luchen855,unknown,medical student,281,1,0,277,1,1,2016-08-31,2016-08-31
Eosun,unknown,unknown,29,0,0,1,1,1,2009-10-06,2009-10-06
liugy666,unknown,unknown,58,26,0,2,25,42,2004-04-18,2004-06-15
Syg640417,others,practicing doctor,341,16,0,229,1027,188,2016-05-30,2019-04-16
yjj5012,others,practicing doctor,380,163,0,18,1,1,2005-09-24,2005-09-24
my饽饽,unknown,unknown,28,0,0,5,55,6,2018-12-10,2019-02-12
fx78,unknown,unknown,1471,547,0,32,17,27,2004-07-05,2005-04-29
chengzi26,nero,practicing doctor,215,7,0,406,272,109,2018-06-10,2019-04-12
liucong,nero,practicing doctor,80,29,0,5,483,55,2003-12-04,2005-08-27
renzhewudi,others,practicing doctor,290,31,0,10,1,9,2005-01-10,2018-02-01
zhumai,unknown,unknown,113,10,0,0,107,29,2005-05-18,2005-09-09
zslt,others,practicing doctor,112,12,0,16,176,2,2003-08-07,2004-01-29
ppqppq,others,practicing doctor,160,-1,0,14,1,11,2011-08-06,2011-08-31
handerson,others,practicing doctor,28,0,0,104,1,1,2016-06-13,2016-06-13
laotongzhi,others,specialist,5859,155,0,189,1530,267,2004-06-06,2008-08-13
hhp8401,unknown,unknown,27,5,0,1,1,13,2005-06-04,2005-07-05
风铃梦鸢,unknown,medical student,2,0,0,1,1,2,2017-01-13,2017-01-13
mlzhou,unknown,unknown,20,1,0,0,1,1,2002-11-23,2002-11-23
--白眼狼--,nero,practicing doctor,145,8,0,28,942,50,2015-02-08,2019-01-29
brightmooon,nero,identified doctor,287,46,0,358,14,55,2014-04-06,2015-10-22
思,unknown,unknown,2507,326,16,178,304,123,2003-12-09,2004-11-20
edguoyang,others,specialist,27,11,0,2,1,1,2010-11-06,2010-11-06
xujh0319,unknown,unknown,0,0,0,0,1,3,2014-04-03,2016-10-08
肖风平方,nero,practicing doctor,220,14,0,20,1150,12,2011-07-30,2014-09-21
duqiutong1,others,practicing doctor,272,30,0,61,5019,24,2004-02-29,2019-04-05
efysjwk,unknown,unknown,9,1,0,0,151,7,2005-04-17,2006-01-21
ahw0305,nero,specialist,2245,306,6,2114,3638,196,2006-12-26,2018-06-21
lynlyn晓,nero,practicing doctor,40,3,0,44,920,10,2016-07-14,2019-01-19
月满俏佳人,unknown,unknown,8,0,0,10,1,2,2017-12-19,2018-05-02
striver22,others,practicing doctor,33,0,0,38,1,1,2015-02-24,2015-02-24
pageyou,others,practicing doctor,6310,608,1,18247,801,47,2015-07-26,2019-03-11
caizengling,nero,specialist,2101,195,3,122,291,249,2003-10-02,2005-10-14
dblhy,unknown,unknown,80,8,0,4,7,15,2005-03-26,2005-04-07
lihu741204,nero,practicing doctor,55,24,0,7,1,3,2006-01-04,2016-05-04
shlmc,nero,practicing doctor,23,2,0,5,1,2,2006-08-02,2013-06-07
xinghua_li,others,practicing doctor,647,77,6,21,810,211,2003-07-21,2007-01-30
chris19850606,unknown,unknown,44,0,0,2,2,4,2017-11-01,2017-11-02
清心率性,others,practicing doctor,126,14,0,140,1,1,2017-12-27,2017-12-27
xxw_eileen,nero,identified doctor,3,0,0,2,1,1,2012-09-07,2012-09-07
太阳当空照花儿不对我笑,unknown,medical student,1,0,0,0,1,1,2017-12-25,2017-12-25
医大一棵树,unknown,medical student,32,3,0,12,1,5,2016-05-29,2016-09-04
alei,nero,specialist,125,19,1,9,85,20,2003-12-23,2016-02-27
julia13141314,others,practicing doctor,117,2,0,32,1,2,2015-12-18,2016-03-09
aqvu,others,practicing doctor,259,6,0,75,108,4,2016-02-18,2016-06-18
aladadao,others,practicing doctor,32,0,0,8,1,1,2016-02-19,2016-02-19
doczeng,others,specialist,17,10,0,0,1,1,2002-11-18,2002-11-18
ssj_1223,unknown,unknown,16,3,0,0,47,9,2003-06-19,2003-11-15
一朵杏鲍菇,unknown,unknown,147,0,0,230,21,13,2019-01-29,2019-04-13
luosangzunzhui,unknown,unknown,11,0,0,3,1,1,2018-04-02,2018-04-02
肖春月,nero,practicing doctor,189,1,0,202,735,88,2016-01-28,2019-02-16
xiao288,others,practicing doctor,153,50,1,19,133,44,2003-09-20,2004-10-01
星空2006,unknown,unknown,4,2,0,0,1,1,2007-01-07,2007-01-07
gds1109,unknown,unknown,44,22,0,1,70,31,2005-11-23,2006-02-28
gsf1412,unknown,unknown,75,5,0,2,688,20,2004-01-30,2006-01-10
神经剑,nero,practicing doctor,481,23,0,374,665,146,2014-01-19,2019-03-07
wtw567,others,specialist,60,16,1,2,1,20,2003-03-10,2005-12-19
renqh1632,nero,practicing doctor,179,11,0,10,1,21,2004-11-08,2016-06-27
roger2004,unknown,unknown,175,19,0,2,75,29,2005-02-15,2005-11-17
苏州自路,nero,practicing doctor,239,25,0,8,290,66,2004-06-09,2016-12-22
苏晋平,unknown,unknown,8,0,0,4184,1,1,2019-02-15,2019-02-15
zhou781121,others,practicing doctor,16,0,0,0,1,1,2013-08-03,2013-08-03
寒江飞雪4567,others,practicing doctor,322,20,0,891,133,2,2015-10-27,2016-03-07
壁哥,unknown,medical student,80,0,0,14,42,30,2016-06-30,2017-09-13
玄武医院,nero,practicing doctor,23,0,0,21,2,7,2016-09-23,2017-11-24
郅逸欧,unknown,unknown,21,0,0,0,1,1,2009-10-30,2009-10-30
albama,others,practicing doctor,423,0,0,71,6,20,2016-02-07,2018-12-29
winer_7,unknown,identified doctor,16,0,0,9,1,2,2017-04-04,2019-01-05
bdc1988,nero,specialist,29,10,0,6,129,10,2004-02-22,2005-01-13
mike365,nero,practicing doctor,52,2,0,7,86,15,2004-12-13,2006-10-24
shwyj001,others,practicing doctor,5856,458,5,1984,5105,137,2004-12-23,2019-02-26
dewy,unknown,unknown,144,7,0,1,7,17,2003-08-01,2004-02-07
andy404zheng,unknown,unknown,35,6,0,1,242,10,2003-06-16,2004-06-13
上网学习1,unknown,medical student,130,4,0,93,708,30,2014-10-16,2018-05-23
sz_666,nero,practicing doctor,15,0,0,0,1,1,2013-05-28,2013-05-28
网桥,unknown,unknown,618,63,2,7,1,1,2005-06-20,2005-06-20
39228001,unknown,unknown,31,0,0,4,350,6,2018-02-10,2019-01-25
mingmingcao,others,identified doctor,1169,98,0,2697,138,269,2016-07-26,2018-06-15
翔子2018,unknown,medical student,1072,40,0,1234,295,647,2018-04-11,2019-03-30
海边的kaka,unknown,medical student,165,0,0,24,1,4,2014-03-14,2014-03-14
luoyangliangtao,nero,practicing doctor,265,34,1,109,1128,5,2010-11-03,2016-06-02
明月奴归来,unknown,unknown,18,0,0,2,4,2,2014-03-26,2014-03-29
沉睡的冰雪,nero,practicing doctor,38,1,0,3,1,6,2011-12-22,2017-06-06
肛肠Dc,others,practicing doctor,20,0,0,4,1,1,2016-06-05,2016-06-05
luzhengqi1828,unknown,unknown,69,29,0,1,8,31,2004-10-06,2004-10-13
hyssp,nero,practicing doctor,521,103,0,22,795,101,2004-08-09,2013-03-29
pipilulu,nero,practicing doctor,1060,185,9,109,299,325,2004-10-20,2005-08-30
墨迹完还墨迹,unknown,unknown,1,0,0,0,1,1,2017-09-03,2017-09-03
我言故我在ys,others,practicing doctor,8,0,0,92,1,2,2018-12-27,2018-12-27
车好医生,others,identified doctor,30,0,0,27,1,3,2016-11-26,2016-11-29
sgwxr,unknown,unknown,7,2,0,0,1,5,2005-11-15,2005-11-23
jaffning,nero,identified doctor,266,41,1,7,366,63,2004-11-22,2006-01-03
新新医生,unknown,unknown,542,112,1,16,128,341,2005-03-02,2006-01-16
雨后天晴,unknown,unknown,556,229,4,131,241,261,2004-12-16,2007-02-01
wling,nero,practicing doctor,216,29,0,7,42,39,2005-01-12,2006-02-22
zm197831,others,practicing doctor,204,6,0,341,69,4,2018-12-04,2019-02-10
jiaqiang_t,unknown,unknown,361,9,0,2,373,10,2003-11-01,2006-05-20
caojin_benjamin,nero,practicing doctor,122,24,0,9,1,2,2007-04-19,2016-07-21
drwydxhong,unknown,unknown,326,19,0,12,1,3,2004-12-12,2006-01-22
lpmy1988,nero,practicing doctor,16,1,0,21,1,11,2016-08-13,2019-01-08
huzhg2000,nero,practicing doctor,24,8,0,2,1,8,2004-02-09,2018-12-10
飘云,unknown,unknown,305,87,2,30,618,128,2003-12-04,2007-01-07
忧郁的小大夫,nero,practicing doctor,30,1,0,15,1,7,2016-01-05,2018-03-04
lancetzhang,nero,specialist,154,20,0,5,304,17,2004-03-03,2006-11-01
qiaolao,nero,practicing doctor,2662,557,11,7507,3047,508,2006-06-01,2019-03-15
leslie2004,unknown,unknown,85,5,0,152,5,15,2015-08-13,2016-12-10
jelly662,others,practicing doctor,28,1,0,16,1,6,2017-02-08,2018-04-09
ggxyq,unknown,unknown,966,-6,0,121,1,19,2005-01-23,2006-01-04
斯大夫,nero,practicing doctor,169,7,0,109,140,149,2017-11-16,2019-03-11
yllbcta,nero,practicing doctor,1,0,0,0,10,2,2018-12-27,2019-01-05
linkerkings,unknown,unknown,3,0,0,3,1,1,2018-02-24,2018-02-24
wujun426,others,specialist,106,12,0,4,533,3,2008-01-26,2009-07-11
hywind,nero,practicing doctor,372,38,0,22,720,88,2003-05-22,2017-04-16
fengsha2001,unknown,unknown,0,0,0,0,1,2,2015-12-22,2016-10-06
drharrison,nero,practicing doctor,1425,154,3,987,1214,69,2012-12-07,2016-08-30
rosion,nero,practicing doctor,1826,98,1,649,1486,163,2013-04-03,2017-08-17
weijiang,nero,practicing doctor,207,21,1,112,335,28,2016-02-02,2018-12-13
tobor000107008,others,practicing doctor,264,38,0,13,20,56,2007-01-09,2007-02-12
hankun1975,unknown,unknown,368,109,2,16,1,75,2003-09-16,2004-12-29
reflexhammer,nero,practicing doctor,4777,369,47,635,4092,176,2002-12-06,2018-02-12
sdlmri,others,practicing doctor,303,7,0,61,1,1,2017-01-10,2017-01-10
SWLAY,nero,practicing doctor,7,0,0,6,1,6,2016-08-20,2019-01-03
qiushen,nero,specialist,165,36,1,3,347,93,2004-04-11,2006-10-25
DOC_NING,nero,practicing doctor,11,0,0,13,551,4,2016-06-22,2017-12-24
liuy88,others,specialist,1022,227,5,199,1204,111,2005-04-12,2008-07-28
柳叶刀Brain,others,practicing doctor,1627,159,1,345,1,10,2012-01-28,2018-01-12
iamacd,unknown,unknown,48,2,0,7,2,8,2004-09-28,2005-10-28
water11,nero,identified doctor,107,8,0,19,1,4,2009-07-07,2014-06-07
虞美人,unknown,unknown,538,9,0,3,1,1,2005-07-22,2005-07-22
宇轩89,nero,practicing doctor,37,0,0,3,1,3,2017-12-02,2018-05-25
swaginwind,others,practicing doctor,502,35,0,24,49,49,2005-04-28,2007-04-03
luoqh999,others,specialist,714,35,2,95,211,4,2003-07-22,2004-02-17
tfxsxc,nero,practicing doctor,11,0,0,4,1,2,2017-02-27,2017-10-10
culros9960,others,practicing doctor,128,5,0,4,1,1,2012-11-12,2012-11-12
dxy_idrrc9m,unknown,unknown,2,0,0,0,1,1,2019-03-04,2019-03-04
pengpeng,unknown,unknown,127,9,1,5,251,27,2002-09-13,2004-06-04
cccq2000,unknown,unknown,121,10,0,6,1,3,2005-04-05,2005-04-29
jintongli,unknown,unknown,335,120,0,12,360,81,2003-07-19,2004-07-12
benjamindong,nero,practicing doctor,204,84,1,35,68,35,2005-10-03,2013-12-25
mayu,unknown,practicing doctor,22,11,0,1,24,14,2004-02-06,2004-03-06
g950324,others,specialist,153,41,0,18,163,10,2004-09-16,2005-02-25
潇潇竹影,unknown,unknown,1906,195,1,13,3125,59,2003-08-04,2012-02-22
ktsb00,others,practicing doctor,10794,771,0,34956,1,9,2018-05-19,2019-02-01
剑气纵横,nero,practicing doctor,66,1,0,39,2,9,2014-11-01,2018-11-29
阜新叮咚,nero,practicing doctor,63,1,0,44,34,30,2016-11-03,2018-09-27
微安亦未歇,unknown,unknown,5,0,0,8,1,1,2019-01-17,2019-01-17
wiaizhongyi,unknown,medical student,3,0,0,0,1,1,2016-01-08,2016-01-08
汪洋一条鱼,unknown,unknown,202,28,0,19,978,65,2003-03-04,2006-02-04
DrRight,unknown,unknown,76,29,0,5,269,33,2005-05-14,2006-02-06
新命题1980,unknown,unknown,25,2,0,0,38,3,2006-10-19,2006-11-25
乔木123356,unknown,unknown,0,1,0,9,30,3,2019-01-04,2019-02-02
yundongkuaile,unknown,unknown,18,0,0,0,396,9,2004-12-10,2006-01-10
psdudu,nero,specialist,102,19,0,4,735,44,2004-02-18,2016-04-04
hbxzyy815,unknown,unknown,0,0,0,0,1,62,2014-01-10,2018-12-17
chenhualong,others,practicing doctor,632,81,1,64,6,34,2006-09-27,2006-10-02
柒寶大人,others,practicing doctor,22,3,0,164,1,8,2017-01-04,2019-03-17
fstomz,others,specialist,1028,260,1,36,962,41,2003-03-04,2006-01-18
Shellygoodbye,unknown,unknown,10,0,0,1,1,1,2019-03-07,2019-03-07
wanggangdewu,unknown,unknown,0,0,0,0,1,3,2017-03-19,2017-12-18
邱于,unknown,unknown,91,2,0,114,1,1,2018-12-06,2018-12-06
小小新新,nero,practicing doctor,0,0,0,0,1,1,2018-12-27,2018-12-27
jxnchxh,unknown,unknown,0,0,0,0,1,2,2016-09-20,2016-10-21
医学ing,nero,practicing doctor,3,0,0,0,1,3,2011-03-26,2011-03-26
刘翠中ys,unknown,practicing doctor,1,0,0,0,1,1,2016-08-30,2016-08-30
你妹烦不烦啊,nero,practicing doctor,29,0,0,36,1,6,2016-06-26,2018-12-14
caoyang123c,unknown,medical student,20,0,0,3,1,8,2016-12-08,2018-05-27
taotao_my,nero,practicing doctor,236,16,0,7,345,27,2005-09-04,2015-10-25
茅医,nero,practicing doctor,1315,67,0,1115,1804,336,2013-02-06,2019-04-19
xyqtf,nero,practicing doctor,522,42,0,36,3102,22,2005-05-27,2015-01-09
qzhlong,nero,practicing doctor,242,36,0,19,565,47,2005-06-28,2007-10-22
wojiaocxq222,unknown,medical student,58,2,0,13,34,39,2015-11-23,2018-01-28
Itp1984,nero,practicing doctor,61,3,0,41,331,23,2016-03-21,2017-06-16
dandya,unknown,unknown,44,0,0,0,1,1,2007-10-02,2007-10-02
shihai954,unknown,unknown,95,18,0,2,625,30,2005-01-20,2012-08-14
amorst,nero,practicing doctor,1011,133,3,3240,1325,610,2015-04-16,2019-03-30
冷月寒霜,nero,specialist,2004,240,8,262,4595,244,2004-01-23,2017-12-26
laocao,nero,identified doctor,1503,337,3,1114,2778,68,2010-11-08,2018-11-07
王小萌萌要努力,unknown,unknown,1,0,0,2,1,1,2018-03-01,2018-03-01
crymale,others,practicing doctor,211,4,0,84,1,1,2011-05-03,2011-05-03
junliwang,nero,practicing doctor,216,65,0,44,3221,53,2005-08-18,2014-06-17
shaolidaifu,unknown,unknown,1424,354,0,1637,33,39,2016-07-21,2019-03-14
gaohong24,others,practicing doctor,1608,174,2,901,1820,298,2006-12-27,2019-02-23
zhongkw,unknown,unknown,92,27,0,3,220,21,2006-04-07,2006-11-12
cww2188,nero,specialist,189,19,0,20,2964,21,2005-05-29,2018-03-28
dragondongxiang,unknown,practicing doctor,122,17,0,8,903,28,2003-09-20,2006-03-16
同舟共济,nero,specialist,175,121,0,17,274,118,2003-06-01,2004-08-12
schsuper,nero,practicing doctor,17,0,0,0,1,3,2005-11-11,2005-11-14
guist,nero,practicing doctor,27,0,0,11,2001,3,2011-09-04,2017-02-24
didijin,nero,practicing doctor,149,59,2,28,714,28,2004-02-27,2006-03-04
陈于世间,unknown,unknown,0,0,0,1,1,1,2019-04-08,2019-04-08
champlin,nero,specialist,942,110,10,30,1165,186,2002-09-18,2005-12-05
沐阳诗诗,unknown,unknown,21,0,0,15,1,1,2018-01-31,2018-01-31
drwangjj,others,practicing doctor,1361,196,1,144,408,7,2005-08-21,2018-05-17
郎中1987,unknown,medical student,658,48,0,2675,96,71,2016-03-07,2016-09-15
解岗,nero,practicing doctor,205,26,0,50,345,65,2003-08-15,2016-09-24
zhj6353592,nero,practicing doctor,563,83,0,1211,1189,133,2014-11-22,2019-01-11
yasitiger,unknown,unknown,456,70,0,15,23,3,2003-05-28,2003-06-19
野渡随舟,others,practicing doctor,485,26,0,25,2772,12,2006-02-21,2017-12-26
cchh100,nero,practicing doctor,200,9,0,44,2031,6,2010-09-11,2018-04-12
pangxiah,nero,practicing doctor,25,1,0,2,1,4,2004-11-13,2018-06-08
dulla,unknown,medical student,37,7,1,0,174,13,2002-12-21,2003-06-15
lybsccz,unknown,unknown,1,0,0,0,1,3,2018-09-05,2018-09-05
华仔哥,nero,practicing doctor,24,0,0,1,28,4,2011-07-28,2011-10-27
liujin2013,others,practicing doctor,96,8,0,149,1,1,2016-08-27,2016-08-27
Romeo_Zhangsir,others,practicing doctor,212,1,0,623,922,71,2016-09-01,2019-03-11
guojianwen,nero,specialist,530,72,1,96,1,34,2004-09-03,2012-04-12
yhumaid,unknown,medical student,178,17,1,18,31,26,2005-12-16,2006-01-26
东南傻妞,unknown,unknown,149,7,0,261,228,31,2016-08-08,2018-03-23
梅梅GHAU,unknown,unknown,0,0,0,0,1,1,2018-12-27,2018-12-27
jz0406,nero,practicing doctor,4,0,0,1,2965,2,2010-11-13,2018-12-25
fmuzzy,nero,identified doctor,1869,338,6,632,4179,419,2003-04-16,2018-04-09
家在月球,others,practicing doctor,5,0,0,11,1,1,2016-08-24,2016-08-24
武子琪,nero,practicing doctor,4,0,0,4,4,2,2016-07-04,2016-07-07
苦中有乐,others,practicing doctor,260,100,0,12,500,124,2004-02-08,2005-06-21
vince45,nero,practicing doctor,27,0,0,7,1,2,2011-07-30,2018-07-31
xuhaogang,nero,identified doctor,89,20,0,8,3726,35,2004-06-21,2017-04-25
hongwei706,nero,specialist,132,23,0,7,45,13,2004-06-17,2005-11-22
最后通路,nero,practicing doctor,334,8,0,767,371,107,2015-12-19,2019-04-24
lanxiaolei,unknown,unknown,24,4,0,0,1,10,2004-07-28,2004-11-28
吃饱睡,nero,practicing doctor,9,0,0,38,1,5,2016-09-07,2017-10-10
doctorwangwq,unknown,unknown,3426,1052,6,387,529,190,2004-02-04,2005-07-16
xiaokai,nero,practicing doctor,207,28,0,11,322,35,2004-05-18,2007-01-03
wangmengyang,nero,practicing doctor,542,7,0,19,150,13,2005-04-06,2006-10-09
糊涂哥Z0T2,unknown,unknown,1,0,0,0,1,1,2018-07-06,2018-07-06
azdong323,nero,specialist,391,52,1,7,6003,21,2002-10-03,2019-03-11
赢轩辕,nero,identified doctor,75,2,0,47,73,20,2016-05-25,2016-11-25
yulan,others,practicing doctor,413,73,0,9,839,73,2003-09-26,2006-07-29
杏林小秀才,nero,practicing doctor,1276,46,1,10342,2641,295,2011-10-28,2019-01-19
coolbe777,others,practicing doctor,274,27,0,2,238,77,2005-06-29,2006-02-21
臭大便便,others,practicing doctor,24,0,0,18,1,1,2016-12-26,2016-12-26
cckk606,nero,specialist,493,32,0,24,1,7,2010-12-07,2017-04-02
小黑龙,nero,practicing doctor,365,35,0,40,38,46,2004-12-25,2014-02-23
dnvgydn,others,practicing doctor,13,0,0,1,1,1,2011-08-11,2011-08-11
zhangjiapen,unknown,unknown,0,0,0,0,1,6,2016-08-19,2016-11-01
yzhg,nero,practicing doctor,395,43,0,10,346,124,2003-09-19,2005-02-16
东点一坨子,others,practicing doctor,892,42,1,4297,38,5,2018-06-06,2018-07-13
bohua,unknown,practicing doctor,2322,19,1,6074,3,18,2018-01-07,2019-03-17
happydabing,nero,practicing doctor,88,5,0,24,22,33,2015-01-07,2016-06-11
lukouchen,nero,practicing doctor,9,0,0,4,522,4,2016-10-17,2018-03-22
吴大熊,unknown,identified doctor,174,6,0,298,78,9,2015-05-27,2015-09-20
cklball,unknown,unknown,31,6,0,2,57,25,2003-11-23,2004-06-13
dwzhang39,nero,specialist,76,19,0,2,3089,16,2002-12-27,2011-06-11
neuro-surgeon,nero,practicing doctor,35,2,0,8,210,10,2016-04-05,2018-02-26
贾乙航,nero,practicing doctor,12,0,0,6,1,2,2014-06-01,2014-09-19
bshyy8888,unknown,unknown,2,0,0,0,1,1,2016-04-26,2016-04-26
大号,unknown,unknown,1,2,0,0,1,1,2004-01-30,2004-01-30
yacyn,nero,practicing doctor,10,0,0,4,1,7,2016-09-08,2016-10-12
abrahamkuo,others,practicing doctor,39,0,0,7,1,1,2006-01-18,2006-01-18
jiaganghf2006,nero,practicing doctor,139,3,0,43,1498,89,2014-11-03,2019-03-04
南来北往416,unknown,unknown,24,0,0,14,1,7,2016-02-13,2016-03-05
cwbin,unknown,medical student,17,0,0,1,1,1,2015-10-22,2015-10-22
迷茫之雾,others,identified doctor,38,0,0,2,1,1,2016-06-28,2016-06-28
sxjc_ljm,nero,practicing doctor,17,2,0,3,1,2,2004-01-29,2006-07-13
小瀑布,unknown,unknown,1390,2,0,4,1,5,2005-05-30,2006-04-26
sham,others,practicing doctor,171,4,0,190,601,2,2016-08-22,2018-04-14
木偶憨憨,others,practicing doctor,354,2,0,548,350,16,2016-07-07,2018-05-30
hech,others,specialist,677,50,5,68,923,47,2003-06-24,2006-01-01
梦幻世界,nero,practicing doctor,115,42,0,7,49,21,2005-08-08,2006-09-04
